,EmployeeID,Age,BusinessTravel,Department,DistanceFromHome,Education,EducationField,Gender,JobLevel,JobRole,MaritalStatus,MonthlyIncome,NumCompaniesWorked,PercentSalaryHike,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager,Attrition,JobInvolvement,PerformanceRating,EnvironmentSatisfaction,JobSatisfaction,WorkLifeBalance,Mean_Work_Hrs
2237,2238,24.0,Travel_Rarely,Research & Development,5.0,1,Other,Male,1,Manufacturing Director,Married,43350.0,1.0,15.0,1,5.0,5,5.0,0.0,3.0,No,3,3,4,3,3,9.69560841205578
2238,2239,32.0,Travel_Rarely,Sales,4.0,3,Marketing,Male,1,Research Scientist,Married,53260.0,4.0,14.0,1,7.0,2,4.0,0.0,3.0,No,3,3,4,4,2,7.510473995271867
2239,2240,34.0,Travel_Rarely,Research & Development,9.0,2,Medical,Male,1,Sales Executive,Married,32800.0,5.0,13.0,0,7.0,3,5.0,0.0,2.0,No,3,3,4,2,2,6.132323959762231
2240,2241,41.0,Travel_Rarely,Research & Development,26.0,3,Medical,Female,3,Sales Executive,Married,54850.0,2.0,17.0,2,7.0,2,4.0,0.0,3.0,No,3,3,2,3,2,10.50124360762436
2241,2242,40.0,Non-Travel,Sales,3.0,2,Life Sciences,Male,1,Sales Executive,Divorced,43420.0,3.0,11.0,1,11.0,6,8.0,0.0,7.0,No,2,3,3,3,4,6.365344868173258
2242,2243,31.0,Travel_Rarely,Research & Development,16.0,3,Medical,Male,2,Human Resources,Divorced,27820.0,1.0,19.0,1,13.0,5,13.0,9.0,9.0,No,3,3,1,4,3,6.728463693957115
2243,2244,46.0,Travel_Rarely,Research & Development,18.0,1,Medical,Male,1,Manufacturing Director,Divorced,59800.0,4.0,11.0,1,28.0,2,7.0,4.0,3.0,Yes,3,3,1,4,4,6.68452657004831
2244,2245,39.0,Non-Travel,Research & Development,2.0,4,Medical,Male,2,Manufacturing Director,Single,43810.0,2.0,15.0,2,11.0,1,1.0,0.0,0.0,Yes,2,3,1,1,4,9.386380887059898
2245,2246,31.0,Travel_Frequently,Sales,2.0,3,Medical,Male,2,Sales Executive,Single,25720.0,1.0,13.0,3,10.0,3,10.0,4.0,7.0,Yes,3,3,3,2,3,6.794415866483767
2246,2247,45.0,Travel_Rarely,Sales,10.0,2,Marketing,Male,1,Sales Executive,Divorced,38330.0,2.0,14.0,0,24.0,1,7.0,0.0,7.0,No,3,3,2,1,3,10.50859027777778
2247,2248,31.0,Travel_Rarely,Research & Development,16.0,4,Life Sciences,Male,3,Human Resources,Single,42440.0,9.0,13.0,0,8.0,3,3.0,0.0,2.0,No,3,3,4,2,3,6.7302945402298855
2248,2249,31.0,Travel_Frequently,Research & Development,7.0,4,Life Sciences,Male,1,Laboratory Technician,Married,65000.0,6.0,23.0,1,7.0,5,2.0,2.0,2.0,Yes,3,4,2,4,1,10.276630532971996
2249,2250,45.0,Travel_Rarely,Research & Development,1.0,2,Life Sciences,Female,1,Research Scientist,Married,184300.0,4.0,12.0,1,10.0,5,3.0,1.0,2.0,No,3,3,2,4,4,10.565856774496016
2250,2251,48.0,Travel_Rarely,Research & Development,24.0,3,Technical Degree,Male,2,Research Scientist,Divorced,16010.0,4.0,12.0,0,15.0,3,2.0,2.0,2.0,No,3,3,3,1,3,7.085850767085077
2251,2252,34.0,Travel_Rarely,Research & Development,7.0,4,Medical,Male,2,Research Scientist,Married,26940.0,1.0,16.0,1,2.0,3,2.0,2.0,2.0,Yes,3,3,1,3,3,7.4228834283000955
2252,2253,40.0,Non-Travel,Research & Development,25.0,4,Other,Female,1,Sales Executive,Divorced,31490.0,2.0,15.0,1,16.0,1,9.0,4.0,8.0,No,2,3,4,2,3,7.985139470013947
2253,2254,28.0,Travel_Rarely,Research & Development,1.0,2,Technical Degree,Female,1,Research Scientist,Single,176390.0,0.0,13.0,1,6.0,0,5.0,1.0,3.0,No,3,3,4,1,3,6.513891156462585
2254,2255,44.0,Non-Travel,Research & Development,5.0,3,Life Sciences,Male,1,Laboratory Technician,Single,23190.0,3.0,18.0,0,7.0,4,5.0,0.0,3.0,No,2,3,3,3,3,6.589474506974507
2255,2256,53.0,Travel_Rarely,Research & Development,2.0,4,Technical Degree,Male,2,Manager,Single,116910.0,4.0,20.0,0,35.0,2,9.0,8.0,8.0,No,3,4,4,2,2,6.901845760233918
2256,2257,49.0,Travel_Rarely,Research & Development,7.0,3,Life Sciences,Male,3,Laboratory Technician,Married,53240.0,2.0,19.0,0,20.0,2,3.0,1.0,2.0,No,1,3,1,3,2,6.786344907407408
2257,2258,40.0,Travel_Rarely,Research & Development,2.0,4,Life Sciences,Male,3,Laboratory Technician,Divorced,167520.0,2.0,18.0,1,8.0,3,3.0,1.0,2.0,No,3,3,3,3,4,6.50914847161572
2258,2259,44.0,Travel_Rarely,Research & Development,5.0,1,Other,Male,3,Research Scientist,Single,52280.0,1.0,13.0,0,6.0,2,5.0,1.0,3.0,No,4,3,4,2,2,6.917345545977012
2259,2260,33.0,Travel_Frequently,Human Resources,10.0,3,Medical,Female,2,Sales Executive,Married,27000.0,0.0,14.0,3,5.0,2,4.0,0.0,3.0,No,3,3,4,1,3,7.285915103415103
2260,2261,34.0,Travel_Rarely,Research & Development,10.0,4,Life Sciences,Female,1,Sales Representative,Single,192460.0,3.0,15.0,1,15.0,5,13.0,3.0,12.0,No,3,3,4,1,3,6.873781435756745
2261,2262,30.0,Travel_Rarely,Sales,1.0,2,Technical Degree,Male,1,Laboratory Technician,Married,25060.0,8.0,22.0,0,4.0,3,2.0,2.0,2.0,No,3,4,4,3,2,6.1275962000962005
2262,2263,42.0,Travel_Frequently,Research & Development,8.0,4,Medical,Female,1,Sales Executive,Single,60620.0,1.0,22.0,2,12.0,2,12.0,5.0,8.0,No,3,4,1,4,3,7.286386583679115
2263,2264,44.0,Travel_Frequently,Research & Development,5.0,3,Life Sciences,Female,5,Manufacturing Director,Married,43820.0,7.0,16.0,2,11.0,2,1.0,0.0,0.0,No,3,3,1,3,2,7.600639124293785
2264,2265,30.0,Non-Travel,Research & Development,8.0,3,Life Sciences,Male,1,Manufacturing Director,Divorced,21430.0,1.0,17.0,1,1.0,2,1.0,0.0,0.0,No,3,3,3,3,2,6.172838214783821
2265,2266,57.0,Travel_Rarely,Sales,2.0,1,Life Sciences,Male,3,Research Scientist,Married,61620.0,0.0,14.0,0,13.0,5,12.0,2.0,8.0,No,2,3,2,3,2,7.604345067049809
2266,2267,49.0,Travel_Rarely,Research & Development,7.0,3,Technical Degree,Female,2,Sales Executive,Divorced,50940.0,3.0,15.0,0,29.0,5,8.0,0.0,7.0,No,3,3,3,2,3,6.907296539961013
2267,2268,34.0,Travel_Frequently,Research & Development,2.0,4,Medical,Female,2,Sales Representative,Divorced,68770.0,7.0,20.0,0,16.0,3,14.0,6.0,9.0,No,3,4,2,1,2,6.293506172839506
2268,2269,28.0,Travel_Frequently,Research & Development,2.0,3,Medical,Male,1,Research Scientist,Married,22740.0,3.0,20.0,1,5.0,5,3.0,1.0,2.0,Yes,3,4,1,3,4,6.492943287037037
2269,2270,29.0,Travel_Frequently,Research & Development,28.0,3,Medical,Female,5,Research Scientist,Single,44340.0,5.0,17.0,3,7.0,1,5.0,0.0,0.0,Yes,3,3,1,2,1,7.808987142163998
2270,2271,34.0,Travel_Rarely,Research & Development,7.0,1,Medical,Male,1,Research Scientist,Single,62880.0,0.0,15.0,1,16.0,2,15.0,10.0,10.0,Yes,3,3,1,2,4,8.527089890319504
2271,2272,35.0,Travel_Rarely,Sales,7.0,4,Other,Female,4,Healthcare Representative,Married,25530.0,1.0,14.0,1,1.0,4,1.0,0.0,0.0,No,2,3,4,3,3,6.614800538423887
2272,2273,24.0,Travel_Frequently,Sales,3.0,3,Life Sciences,Male,2,Research Scientist,Single,76540.0,2.0,17.0,1,4.0,3,0.0,0.0,0.0,Yes,2,3,2,1,2,8.507790456431536
2273,2274,24.0,Non-Travel,Research & Development,10.0,3,Life Sciences,Female,2,Manager,Married,51600.0,1.0,17.0,1,1.0,3,1.0,0.0,0.0,No,1,3,4,2,3,7.406158172635446
2274,2275,44.0,Travel_Frequently,Research & Development,5.0,2,Medical,Female,2,Research Scientist,Single,171590.0,5.0,22.0,1,16.0,1,2.0,2.0,2.0,No,2,4,2,3,2,10.296231006647673
2275,2276,29.0,Travel_Rarely,Sales,10.0,2,Life Sciences,Female,1,Sales Executive,Divorced,128080.0,1.0,13.0,0,10.0,6,10.0,0.0,4.0,No,3,3,3,3,3,6.980078860640302
2276,2277,30.0,Travel_Rarely,Research & Development,1.0,2,Life Sciences,Male,3,Sales Executive,Divorced,102210.0,0.0,19.0,1,6.0,2,5.0,1.0,3.0,No,3,3,3,3,4,6.101316738816739
2277,2278,55.0,Travel_Rarely,Sales,20.0,3,Marketing,Male,2,Research Scientist,Married,47790.0,0.0,14.0,1,4.0,6,3.0,1.0,2.0,No,3,3,4,3,3,10.700993369913123
2278,2279,33.0,Travel_Rarely,Research & Development,7.0,2,Life Sciences,Male,2,Research Scientist,Married,37370.0,8.0,22.0,2,8.0,2,5.0,0.0,2.0,No,3,4,1,2,3,7.89758695652174
2279,2280,47.0,Travel_Rarely,Research & Development,8.0,4,Medical,Female,2,Sales Representative,Married,23660.0,3.0,17.0,0,11.0,5,5.0,1.0,2.0,No,2,3,3,3,2,10.884125781625782
2280,2281,28.0,Travel_Frequently,Sales,1.0,3,Marketing,Male,2,Laboratory Technician,Single,17060.0,7.0,12.0,0,8.0,3,0.0,0.0,0.0,Yes,3,3,3,1,2,7.586788268955651
2281,2282,28.0,Travel_Rarely,Sales,8.0,4,Marketing,Male,1,Laboratory Technician,Divorced,163070.0,1.0,16.0,0,1.0,3,1.0,0.0,0.0,No,2,3,1,3,1,6.109356167608286
2282,2283,28.0,Travel_Frequently,Research & Development,9.0,3,Life Sciences,Female,2,Sales Executive,Single,59330.0,0.0,11.0,0,5.0,3,4.0,1.0,3.0,No,3,3,3,1,3,7.035802600472813
2283,2284,49.0,Travel_Rarely,Research & Development,5.0,4,Life Sciences,Female,1,Research Scientist,Married,34240.0,4.0,11.0,0,10.0,3,3.0,1.0,2.0,No,3,3,3,1,3,6.407399758454106
2284,2285,29.0,Travel_Frequently,Research & Development,8.0,1,Medical,Male,1,Research Scientist,Married,40370.0,0.0,14.0,0,4.0,2,3.0,0.0,2.0,No,1,3,4,2,3,7.117046336729743
2285,2286,28.0,Travel_Rarely,Research & Development,5.0,1,Technical Degree,Male,2,Laboratory Technician,Married,25590.0,1.0,11.0,0,8.0,3,8.0,1.0,7.0,No,2,3,3,2,2,5.98655510018215
2286,2287,33.0,Travel_Rarely,Research & Development,15.0,4,Life Sciences,Female,1,Sales Executive,Single,62010.0,2.0,15.0,3,14.0,2,0.0,0.0,0.0,No,2,3,4,3,3,8.492564279155188
2287,2288,32.0,Travel_Rarely,Research & Development,7.0,3,Life Sciences,Female,3,Laboratory Technician,Single,44030.0,2.0,20.0,0,10.0,3,5.0,0.0,0.0,No,2,4,3,4,4,7.435967391304348
2288,2289,54.0,Travel_Frequently,Sales,10.0,3,Life Sciences,Female,4,Research Scientist,Divorced,37610.0,3.0,12.0,0,26.0,3,14.0,1.0,12.0,No,2,3,2,4,3,6.9728671497584545
2289,2290,29.0,Travel_Rarely,Research & Development,5.0,3,Life Sciences,Female,2,Research Scientist,Single,109340.0,6.0,17.0,2,11.0,2,9.0,0.0,7.0,Yes,3,3,1,1,1,6.550877068557919
2290,2291,44.0,Travel_Rarely,Sales,26.0,1,Marketing,Male,1,Sales Representative,Married,107610.0,3.0,11.0,1,24.0,5,20.0,14.0,17.0,No,2,3,4,1,4,7.896398071625344
2291,2292,39.0,Travel_Rarely,Sales,6.0,1,Technical Degree,Female,2,Laboratory Technician,Single,51750.0,4.0,17.0,1,9.0,2,2.0,2.0,2.0,No,4,3,2,2,3,7.12839598108747
2292,2293,46.0,Travel_Rarely,Research & Development,4.0,2,Life Sciences,Male,3,Manufacturing Director,Married,138260.0,8.0,11.0,0,23.0,1,13.0,5.0,1.0,No,2,3,3,2,4,7.025510973936901
2293,2294,35.0,Travel_Rarely,Research & Development,23.0,4,Life Sciences,Male,2,Research Scientist,Single,63340.0,1.0,14.0,0,11.0,2,11.0,3.0,3.0,No,4,3,4,2,1,6.211119179345321
2294,2295,23.0,Travel_Rarely,Research & Development,2.0,4,Medical,Female,2,Manager,Single,49360.0,0.0,19.0,1,5.0,2,4.0,1.0,2.0,No,2,3,1,3,3,7.679793981481482
2295,2296,40.0,Travel_Rarely,Research & Development,2.0,3,Medical,Male,2,Research Director,Single,47750.0,3.0,15.0,1,15.0,3,5.0,1.0,0.0,Yes,4,3,4,1,1,7.59134970032273
2296,2297,34.0,Travel_Rarely,Human Resources,2.0,3,Human Resources,Male,2,Manufacturing Director,Married,28180.0,1.0,13.0,1,10.0,2,10.0,8.0,6.0,No,3,3,4,3,3,10.290171738128171
2297,2298,31.0,Travel_Frequently,Research & Development,29.0,3,Life Sciences,Female,2,Healthcare Representative,Single,25150.0,1.0,14.0,0,7.0,3,7.0,7.0,7.0,Yes,2,3,4,3,1,6.36608918128655
2298,2299,50.0,Travel_Frequently,Research & Development,6.0,3,Medical,Male,1,Manager,Single,23420.0,1.0,12.0,1,32.0,2,32.0,13.0,9.0,No,2,3,3,4,3,9.990187943262413
2299,2300,34.0,Travel_Rarely,Sales,25.0,5,Marketing,Female,1,Research Scientist,Married,41940.0,0.0,17.0,2,12.0,3,11.0,5.0,7.0,No,3,3,2,3,3,10.499565972222221
2300,2301,42.0,Travel_Rarely,Research & Development,1.0,3,Life Sciences,Female,1,Manufacturing Director,Married,106850.0,4.0,11.0,3,4.0,2,1.0,0.0,0.0,No,3,3,3,2,3,6.572412764003673
2301,2302,37.0,Travel_Rarely,Research & Development,2.0,2,Medical,Male,1,Research Scientist,Married,20220.0,1.0,12.0,0,10.0,1,10.0,3.0,7.0,No,3,3,1,4,3,8.039399717514124
2302,2303,29.0,Travel_Rarely,Research & Development,1.0,3,Medical,Female,1,Manager,Married,23140.0,3.0,13.0,0,9.0,5,7.0,0.0,7.0,No,4,3,3,1,3,6.173074387947269
2303,2304,33.0,Travel_Rarely,Research & Development,1.0,1,Life Sciences,Male,1,Research Scientist,Single,42560.0,1.0,13.0,3,5.0,1,5.0,0.0,2.0,No,3,3,4,2,3,7.202849239280774
2304,2305,45.0,Travel_Rarely,Sales,3.0,3,Life Sciences,Male,3,Laboratory Technician,Married,35800.0,4.0,20.0,1,8.0,1,5.0,0.0,3.0,No,2,4,4,4,3,5.980826023391813
2305,2306,42.0,Travel_Frequently,Human Resources,1.0,4,Technical Degree,Male,2,Manufacturing Director,Married,31620.0,2.0,17.0,2,24.0,1,20.0,13.0,9.0,No,3,3,4,4,1,8.106577635327636
2306,2307,40.0,Travel_Rarely,Sales,10.0,1,Life Sciences,Female,1,Manufacturing Director,Married,65240.0,0.0,13.0,1,9.0,2,8.0,7.0,1.0,No,4,3,1,1,4,6.2953141678796705
2307,2308,33.0,Travel_Rarely,Research & Development,9.0,3,Medical,Female,2,Manufacturing Director,Married,28990.0,1.0,17.0,0,15.0,3,15.0,5.0,7.0,No,2,3,2,3,3,10.623160569105693
2308,2309,40.0,Travel_Rarely,Sales,5.0,5,Life Sciences,Male,1,Manufacturing Director,Single,52310.0,1.0,12.0,2,21.0,4,21.0,7.0,7.0,No,3,3,3,4,3,8.38660327339788
2309,2310,24.0,Travel_Rarely,Sales,10.0,2,Marketing,Male,1,Manufacturing Director,Divorced,23560.0,0.0,13.0,0,2.0,5,1.0,0.0,0.0,No,3,3,3,1,3,6.112486111111111
2310,2311,40.0,Non-Travel,Research & Development,7.0,3,Medical,Male,1,Research Scientist,Divorced,28000.0,3.0,12.0,2,8.0,0,2.0,2.0,2.0,No,2,3,4,4,3,8.397320127504553
2311,2312,45.0,Travel_Rarely,Research & Development,4.0,3,Medical,Female,3,Laboratory Technician,Divorced,118360.0,1.0,22.0,0,10.0,2,10.0,7.0,7.0,No,4,4,1,2,3,6.56390716374269
2312,2313,35.0,Travel_Rarely,Research & Development,10.0,1,Life Sciences,Male,1,Healthcare Representative,Married,109030.0,0.0,11.0,0,6.0,3,5.0,4.0,2.0,No,4,3,2,3,3,7.803651927437642
2313,2314,32.0,Travel_Rarely,Research & Development,22.0,4,Medical,Male,1,Sales Executive,Married,29730.0,3.0,22.0,0,12.0,0,7.0,2.0,5.0,No,4,4,4,2,3,7.286747538677918
2314,2315,36.0,Travel_Rarely,Sales,9.0,3,Marketing,Female,4,Research Scientist,Single,142750.0,3.0,18.0,1,7.0,5,3.0,1.0,2.0,No,2,3,3,4,2,9.097270685579197
2315,2316,48.0,Travel_Rarely,Research & Development,12.0,4,Medical,Male,1,Laboratory Technician,Divorced,55620.0,8.0,13.0,1,18.0,2,8.0,7.0,7.0,No,3,3,3,3,3,7.873355696798494
2316,2317,29.0,Travel_Rarely,Research & Development,23.0,4,Life Sciences,Female,2,Healthcare Representative,Married,45370.0,6.0,18.0,1,5.0,5,1.0,0.0,0.0,No,4,3,3,3,2,7.791838913148957
2317,2318,33.0,Travel_Rarely,Research & Development,9.0,1,Medical,Male,1,Healthcare Representative,Married,76420.0,2.0,20.0,1,8.0,2,2.0,2.0,2.0,No,2,4,1,1,1,7.0970976223136715
2318,2319,30.0,Travel_Rarely,Research & Development,1.0,3,Other,Male,3,Sales Executive,Married,179240.0,1.0,13.0,2,10.0,2,10.0,6.0,7.0,Yes,3,3,2,1,3,7.396179337231969
2319,2320,38.0,Travel_Frequently,Sales,9.0,3,Marketing,Male,1,Manufacturing Director,Married,52040.0,3.0,13.0,1,10.0,2,6.0,1.0,2.0,No,3,3,3,3,3,6.897724051211706
2320,2321,35.0,Travel_Rarely,Sales,7.0,2,Life Sciences,Male,1,Sales Executive,Single,22770.0,1.0,12.0,1,3.0,2,3.0,1.0,2.0,No,3,3,4,1,3,6.788795487627365
2321,2322,30.0,Travel_Rarely,Research & Development,14.0,3,Technical Degree,Male,5,Research Director,Married,27950.0,3.0,13.0,0,9.0,4,4.0,1.0,3.0,No,3,3,3,2,3,6.514131179637787
2322,2323,35.0,Travel_Rarely,Research & Development,2.0,3,Medical,Female,1,Research Scientist,Divorced,25320.0,1.0,13.0,0,1.0,2,1.0,0.0,0.0,Yes,1,3,1,1,3,9.681411443494776
2323,2324,53.0,Travel_Rarely,Research & Development,19.0,3,Life Sciences,Male,2,Manager,Married,25590.0,0.0,25.0,0,34.0,2,33.0,1.0,9.0,Yes,3,4,3,4,3,6.491736975564776
2324,2325,38.0,Travel_Rarely,Research & Development,2.0,3,Medical,Female,3,Sales Executive,Married,49080.0,4.0,19.0,1,7.0,3,5.0,1.0,4.0,Yes,2,3,3,2,3,7.6132035519125685
2325,2326,32.0,Non-Travel,Research & Development,10.0,4,Life Sciences,Female,5,Research Scientist,Married,23800.0,4.0,13.0,0,9.0,5,6.0,1.0,2.0,No,3,3,4,1,2,7.3854804189435335
2326,2327,48.0,Travel_Rarely,Research & Development,2.0,5,Life Sciences,Male,1,Sales Executive,Married,47650.0,8.0,12.0,1,10.0,4,8.0,7.0,6.0,No,3,3,3,1,2,7.093524154589372
2327,2328,34.0,Travel_Rarely,Research & Development,3.0,3,Life Sciences,Male,2,Sales Executive,Single,20440.0,1.0,11.0,0,1.0,2,1.0,0.0,0.0,No,3,3,1,4,1,7.419126461988304
2328,2329,55.0,Travel_Rarely,Research & Development,11.0,1,Medical,Female,1,Laboratory Technician,Married,26930.0,1.0,18.0,0,36.0,6,36.0,2.0,13.0,No,2,3,3,4,3,6.409076113558492
2329,2330,34.0,Travel_Rarely,Research & Development,2.0,2,Life Sciences,Male,2,Research Scientist,Married,65860.0,9.0,18.0,1,9.0,3,2.0,2.0,1.0,No,3,3,2,4,2,6.112743362831858
2330,2331,26.0,Travel_Rarely,Research & Development,4.0,3,Life Sciences,Male,1,Research Director,Married,32940.0,1.0,11.0,0,1.0,6,1.0,0.0,0.0,No,3,3,1,4,3,7.3095327754532775
2331,2332,38.0,Travel_Rarely,Sales,14.0,2,Marketing,Female,1,Sales Executive,Married,41710.0,0.0,23.0,0,10.0,4,9.0,7.0,7.0,No,4,4,3,2,3,6.966947859744991
2332,2333,38.0,Travel_Rarely,Research & Development,2.0,3,Life Sciences,Female,1,Manufacturing Director,Single,27780.0,2.0,13.0,0,8.0,5,3.0,1.0,2.0,No,2,3,2,2,4,7.21000233426704
2333,2334,36.0,Travel_Rarely,Human Resources,1.0,3,Human Resources,Male,1,Research Scientist,Single,23770.0,6.0,13.0,2,15.0,3,1.0,0.0,0.0,No,3,3,2,3,3,7.38565289648623
2334,2335,29.0,Travel_Rarely,Research & Development,10.0,3,Life Sciences,Male,1,Sales Representative,Single,24040.0,1.0,17.0,0,10.0,3,10.0,1.0,5.0,No,2,3,2,1,3,8.066179971988795
2335,2336,35.0,Travel_Rarely,Sales,12.0,2,Life Sciences,Female,2,Sales Executive,Single,23180.0,3.0,19.0,0,10.0,4,5.0,0.0,4.0,No,4,3,1,3,3,9.31344467885607
2336,2337,39.0,Travel_Rarely,Sales,2.0,2,Medical,Female,1,Sales Executive,Married,20080.0,2.0,12.0,0,11.0,3,7.0,7.0,6.0,No,3,3,4,3,3,7.799657651072125
2337,2338,29.0,Travel_Frequently,Research & Development,5.0,1,Medical,Female,1,Research Scientist,Divorced,62440.0,1.0,22.0,0,6.0,3,6.0,1.0,3.0,No,3,4,1,4,4,6.811413398692811
2338,2339,50.0,Travel_Rarely,Research & Development,4.0,2,Medical,Female,1,Laboratory Technician,Married,27990.0,4.0,12.0,1,27.0,0,1.0,0.0,0.0,No,1,3,3,3,3,9.386987810595405
2339,2340,23.0,Travel_Rarely,Research & Development,7.0,2,Life Sciences,Female,3,Manager,Married,105520.0,2.0,11.0,0,4.0,2,2.0,2.0,2.0,No,3,3,4,3,3,6.714817670093
2340,2341,36.0,Travel_Frequently,Sales,21.0,3,Life Sciences,Male,2,Human Resources,Married,23290.0,3.0,15.0,0,9.0,2,3.0,0.0,2.0,No,3,3,1,1,3,9.199428946113496
2341,2342,42.0,Travel_Rarely,Research & Development,8.0,2,Life Sciences,Female,5,Manager,Single,40140.0,8.0,13.0,1,24.0,3,1.0,0.0,1.0,No,3,3,4,4,3,5.996066159520517
2342,2343,35.0,Travel_Rarely,Sales,4.0,3,Medical,Female,2,Laboratory Technician,Married,74030.0,1.0,12.0,1,10.0,4,10.0,6.0,8.0,No,3,3,2,3,2,6.42009219348659
2343,2344,34.0,Travel_Frequently,Research & Development,25.0,1,Life Sciences,Female,1,Manager,Married,22590.0,1.0,14.0,0,8.0,2,8.0,7.0,7.0,No,3,3,4,3,2,6.023118239921337
2344,2345,40.0,Travel_Rarely,Research & Development,1.0,4,Life Sciences,Male,2,Laboratory Technician,Married,69320.0,1.0,13.0,0,5.0,5,5.0,1.0,2.0,No,3,3,4,1,3,6.508975256769374
2345,2346,43.0,Travel_Rarely,Research & Development,1.0,1,Other,Male,1,Manager,Divorced,46780.0,5.0,25.0,1,8.0,0,6.0,0.0,2.0,No,4,4,4,2,3,6.996113465160076
2346,2347,35.0,Travel_Rarely,Sales,6.0,3,Marketing,Female,3,Sales Representative,Married,135820.0,1.0,17.0,1,1.0,3,1.0,0.0,1.0,No,2,3,3,4,2,7.355165198237885
2347,2348,46.0,Travel_Rarely,Research & Development,12.0,4,Technical Degree,Male,1,Laboratory Technician,Single,23320.0,1.0,11.0,0,27.0,2,26.0,0.0,12.0,No,3,3,4,1,1,6.600259502923977
2348,2349,28.0,Travel_Rarely,Human Resources,1.0,3,Medical,Female,2,Laboratory Technician,Married,24130.0,1.0,16.0,1,1.0,2,1.0,0.0,0.0,Yes,3,3,3,2,3,8.397721755368815
2349,2350,22.0,Non-Travel,Sales,17.0,2,Marketing,Male,3,Sales Executive,Married,97050.0,1.0,18.0,2,4.0,3,4.0,1.0,3.0,No,2,3,2,3,2,8.8755463728191
2350,2351,50.0,Travel_Frequently,Research & Development,3.0,3,Other,Male,2,Research Scientist,Married,42940.0,2.0,20.0,0,32.0,2,30.0,12.0,13.0,No,2,4,2,3,3,9.39608477011494
2351,2352,32.0,Travel_Rarely,Research & Development,3.0,2,Life Sciences,Male,3,Research Scientist,Married,47210.0,3.0,14.0,1,6.0,3,3.0,0.0,2.0,No,3,3,2,4,3,6.289856973995271
2352,2353,44.0,Travel_Rarely,Research & Development,10.0,3,Technical Degree,Male,3,Manager,Divorced,25190.0,0.0,21.0,2,23.0,2,22.0,1.0,10.0,No,3,4,2,4,2,8.780275462962962
2353,2354,30.0,Travel_Rarely,Research & Development,4.0,3,Medical,Female,1,Research Director,Married,21210.0,1.0,13.0,1,6.0,2,6.0,1.0,1.0,No,3,3,2,2,2,6.612596200096201
2354,2355,45.0,Travel_Rarely,Sales,29.0,2,Technical Degree,Female,2,Research Scientist,Single,29730.0,1.0,12.0,0,10.0,2,10.0,1.0,4.0,No,3,3,3,1,3,8.90795908879591
2355,2356,45.0,Non-Travel,Sales,2.0,4,Life Sciences,Male,2,Manufacturing Director,Married,58550.0,1.0,14.0,1,10.0,3,10.0,4.0,5.0,No,2,3,1,1,3,7.881596648301193
2356,2357,31.0,Travel_Frequently,Research & Development,7.0,3,Medical,Male,2,Research Scientist,Single,36170.0,7.0,21.0,1,10.0,5,5.0,0.0,3.0,No,3,4,4,1,3,7.217484230955846
2357,2358,36.0,Travel_Rarely,Research & Development,18.0,1,Medical,Male,2,Manufacturing Director,Married,67250.0,9.0,17.0,1,7.0,3,3.0,1.0,1.0,No,3,3,3,3,3,10.913562948028675
2358,2359,34.0,Travel_Frequently,Sales,28.0,4,Marketing,Male,5,Manufacturing Director,Divorced,103250.0,1.0,11.0,1,9.0,3,9.0,7.0,2.0,No,2,3,3,4,3,6.067014814814815
2359,2360,49.0,Travel_Rarely,Research & Development,1.0,4,Life Sciences,Male,3,Healthcare Representative,Married,69490.0,1.0,14.0,1,10.0,2,9.0,1.0,4.0,No,3,3,3,1,2,7.268998178506375
2360,2361,39.0,Travel_Rarely,Research & Development,6.0,2,Life Sciences,Male,3,Research Scientist,Married,106090.0,2.0,17.0,1,10.0,2,7.0,7.0,7.0,No,3,3,2,1,3,6.571264749262537
2361,2362,27.0,Travel_Rarely,Research & Development,2.0,1,Life Sciences,Male,4,Research Scientist,Divorced,44470.0,1.0,13.0,0,7.0,4,7.0,0.0,7.0,No,3,3,4,1,3,6.109443247126437
2362,2363,35.0,Travel_Rarely,Research & Development,2.0,3,Medical,Female,2,Sales Executive,Married,21570.0,1.0,25.0,0,16.0,1,16.0,1.0,10.0,No,2,4,2,1,3,7.590426328502415
2363,2364,28.0,Travel_Rarely,Research & Development,23.0,3,Life Sciences,Male,3,Manufacturing Director,Divorced,46010.0,0.0,15.0,2,6.0,2,5.0,0.0,0.0,No,3,3,2,1,2,7.4313206214689265
2364,2365,21.0,Travel_Rarely,Research & Development,3.0,1,Life Sciences,Female,1,Laboratory Technician,Single,170990.0,1.0,14.0,1,3.0,2,2.0,2.0,2.0,No,3,3,3,4,3,7.932450023245002
2365,2366,18.0,Travel_Frequently,Research & Development,3.0,5,Medical,Male,1,Research Director,Single,24790.0,2.0,12.0,1,0.0,2,0.0,0.0,0.0,Yes,2,3,2,4,4,8.383343037360504
2366,2367,47.0,Travel_Rarely,Research & Development,25.0,4,Medical,Male,2,Research Scientist,Married,148520.0,3.0,19.0,3,27.0,3,5.0,1.0,0.0,No,2,3,4,3,3,6.011422413793104
2367,2368,39.0,Travel_Rarely,Sales,2.0,4,Life Sciences,Male,1,Laboratory Technician,Divorced,72640.0,0.0,17.0,0,10.0,5,10.0,0.0,7.0,No,3,3,3,3,3,6.8945231071779745
